Day,Shelter Name,Ratio
116,Hope Mission - Intox Centre,0.7857142857142857
128,Hope Mission - Herb Jamieson Centre,1.028
351,Hope Mission - Herb Jamieson Centre,1.096
47,Hope Mission - Intox Centre,1.0571428571428572
323,Urban Manor - Short Term Supportive,0.8133333333333334
29,Hope Mission - Women WEmS,0.4142857142857143
35,Hope Mission - Youth,0.6
356,Hope Mission - Youth,0.45
248,Urban Manor - Short Term Supportive,0.8666666666666667
313,Sparling Lodge - Short Term Supportive,1.0
47,Hope Mission - Youth,0.25
208,Hope Mission - Herb Jamieson Centre,0.596
229,WEAC,0.8666666666666667
34,Hope Mission - Mat Emergency Shelter Program,0.705
184,Sparling Lodge - Short Term Supportive,1.0
177,WEAC,0.8333333333333334
92,Hope Mission - Women WEmS,0.6428571428571429
322,Hope Mission - Mat Emergency Shelter Program,0.88
342,McCauley Lodge - Short Term Supportive,0.9827586206896551
148,Hope Mission - Youth,0.5833333333333334
293,WEAC,0.7733333333333333
333,Hope Mission - Herb Jamieson Centre,0.44
350,McCauley Lodge - Short Term Supportive,1.0
102,Hope Mission - Intox Centre,0.9857142857142858
325,Hope Mission - Youth,0.48333333333333334
312,Sparling Lodge - Short Term Supportive,1.0
179,Sparling Lodge - Short Term Supportive,1.0
361,Urban Manor - Short Term Supportive,0.96
85,Edwardson Place - Short Term Supportive,0.7083333333333334
275,Hope Mission - Women WEmS,0.9428571428571428
114,Urban Manor - Short Term Supportive,0.7866666666666666
11,Hope Mission - Youth,0.55
317,Sparling Lodge - Short Term Supportive,1.0
17,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9797297297297297
192,Edwardson Place - Short Term Supportive,1.0416666666666667
122,WEAC,0.84
151,Hope Mission - Youth,0.31666666666666665
204,Hope Mission - Women WEmS,0.5428571428571428
51,WEAC,0.9696969696969697
14,Hope Mission - Intox Centre,1.0
355,Hope Mission - Herb Jamieson Centre,0.896
97,Hope Mission - Women WEmS,0.7857142857142857
132,Hope Mission - Intox Centre,0.9857142857142858
219,Edwardson Place - Short Term Supportive,0.7083333333333334
269,Hope Mission - Youth,0.23333333333333334
69,Hope Mission - Women WEmS,0.9
91,Sparling Lodge - Short Term Supportive,1.0
313,Hope Mission - Women WEmS,0.9571428571428572
36,McCauley Lodge - Short Term Supportive,1.0
206,Hope Mission - Women WEmS,0.8714285714285714
64,Hope Mission - Youth,0.5166666666666667
205,McCauley Lodge - Short Term Supportive,1.0
89,Hope Mission - Herb Jamieson Centre,0.704
127,WEAC,0.8939393939393939
114,Urban Manor - Short Term Supportive,0.8933333333333333
137,Hope Mission - Herb Jamieson Centre,0.692
88,Hope Mission - Mat Emergency Shelter Program,0.645
160,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8445945945945946
136,Hope Mission - Women WEmS,0.6714285714285714
170,Hope Mission - Intox Centre,0.9571428571428572
202,Hope Mission - Herb Jamieson Centre,0.812
213,Hope Mission - Mat Emergency Shelter Program,0.535
210,Hope Mission - Mat Emergency Shelter Program,0.635
307,Urban Manor - Short Term Supportive,0.9066666666666666
247,Hope Mission - Intox Centre,1.0142857142857142
329,WEAC,0.8636363636363636
285,McCauley Lodge - Short Term Supportive,0.9827586206896551
306,Hope Mission - Women WEmS,0.6428571428571429
305,Hope Mission - Youth,0.7
9,Hope Mission - Women WEmS,0.7285714285714285
278,Elizabeth House - Short Term Supportive,0.7916666666666666
294,Edwardson Place - Short Term Supportive,0.7083333333333334
253,Hope Mission - Youth,0.38333333333333336
206,McCauley Lodge - Short Term Supportive,1.0
219,Hope Mission - Intox Centre,0.9714285714285714
205,Hope Mission - Mat Emergency Shelter Program,0.785
96,Hope Mission - Mat Emergency Shelter Program,0.825
189,Hope Mission - Youth,0.3333333333333333
163,Hope Mission - Women WEmS,0.6285714285714286
181,Hope Mission - Intox Centre,1.0142857142857142
330,Hope Mission - Herb Jamieson Centre,1.024
156,Hope Mission - Youth,0.7333333333333333
205,Hope Mission - Intox Centre,0.7714285714285715
116,WEAC,0.8787878787878788
243,Sparling Lodge - Short Term Supportive,1.0
344,Hope Mission - Herb Jamieson Centre,1.004
97,Hope Mission - Intox Centre,1.1
48,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
144,Hope Mission - Herb Jamieson Centre,0.652
181,McCauley Lodge - Short Term Supportive,0.9827586206896551
264,Sparling Lodge - Short Term Supportive,1.0
61,Hope Mission - Herb Jamieson Centre,0.816
353,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8716216216216216
218,WEAC,0.9545454545454546
283,Hope Mission - Intox Centre,1.042857142857143
314,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9932432432432432
213,WEAC,0.7959183673469388
13,Hope Mission - Youth,0.55
101,McCauley Lodge - Short Term Supportive,1.0
209,WEAC,0.8163265306122449
273,Hope Mission - Youth,0.4
14,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8716216216216216
230,Hope Mission - Youth,0.6333333333333333
132,McCauley Lodge - Short Term Supportive,1.0
166,Hope Mission - Women WEmS,0.7571428571428571
97,Sparling Lodge - Short Term Supportive,1.0
282,Hope Mission - Youth,0.48333333333333334
60,Hope Mission - Mat Emergency Shelter Program,0.67
113,Urban Manor - Short Term Supportive,0.7466666666666667
358,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9121621621621622
65,Hope Mission - Women WEmS,0.6857142857142857
112,Sparling Lodge - Short Term Supportive,1.0
281,Urban Manor - Short Term Supportive,0.88
311,Hope Mission - Youth,0.43333333333333335
239,Hope Mission - Youth,0.5833333333333334
156,Sparling Lodge - Short Term Supportive,1.0
171,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
268,McCauley Lodge - Short Term Supportive,1.0
196,Hope Mission - Mat Emergency Shelter Program,0.75
278,Sparling Lodge - Short Term Supportive,1.0
26,Hope Mission - Youth,0.4166666666666667
101,Hope Mission - Herb Jamieson Centre,0.812
339,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8513513513513513
354,Hope Mission - Women WEmS,0.5714285714285714
276,WEAC,0.9393939393939394
263,Urban Manor - Short Term Supportive,0.92
58,Hope Mission - Youth,0.43333333333333335
53,Hope Mission - Women WEmS,0.8428571428571429
26,Hope Mission - Intox Centre,1.0142857142857142
180,McCauley Lodge - Short Term Supportive,1.0
70,Sparling Lodge - Short Term Supportive,1.0
152,Edwardson Place - Short Term Supportive,0.9166666666666666
333,Edwardson Place - Short Term Supportive,0.8333333333333334
98,WEAC,0.8666666666666667
50,Hope Mission - Mat Emergency Shelter Program,0.72
309,Hope Mission - Mat Emergency Shelter Program,0.785
217,WEAC,0.8163265306122449
271,Hope Mission - Youth,0.3
250,McCauley Lodge - Short Term Supportive,1.0
26,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9256756756756757
238,Sparling Lodge - Short Term Supportive,1.0
339,Hope Mission - Intox Centre,1.0857142857142856
243,Hope Mission - Mat Emergency Shelter Program,0.475
311,McCauley Lodge - Short Term Supportive,1.0
333,Hope Mission - Women WEmS,0.7428571428571429
103,McCauley Lodge - Short Term Supportive,0.9827586206896551
187,Hope Mission - Women WEmS,0.7142857142857143
152,Hope Mission - Herb Jamieson Centre,0.508
1,WEAC,0.9393939393939394
219,Hope Mission - Mat Emergency Shelter Program,0.755
21,Hope Mission - Youth,0.5166666666666667
263,Sparling Lodge - Short Term Supportive,1.0
293,Hope Mission - Herb Jamieson Centre,0.904
147,WEAC,0.84
255,Hope Mission - Women WEmS,0.7428571428571429
99,Hope Mission - Women WEmS,0.8571428571428571
87,Hope Mission - Women WEmS,0.6
96,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.972972972972973
15,Hope Mission - Mat Emergency Shelter Program,0.865
240,McCauley Lodge - Short Term Supportive,1.0
38,Sparling Lodge - Short Term Supportive,0.95
307,Hope Mission - Herb Jamieson Centre,0.68
300,WEAC,0.9545454545454546
299,WEAC,0.8787878787878788
267,Hope Mission - Mat Emergency Shelter Program,0.785
136,McCauley Lodge - Short Term Supportive,1.0
99,Hope Mission - Mat Emergency Shelter Program,0.82
128,WEAC,1.0151515151515151
181,Hope Mission - Youth,0.4666666666666667
209,Elizabeth House - Short Term Supportive,0.75
87,McCauley Lodge - Short Term Supportive,1.0
44,Elizabeth House - Short Term Supportive,0.9166666666666666
233,Sparling Lodge - Short Term Supportive,1.0
231,McCauley Lodge - Short Term Supportive,0.9827586206896551
152,Sparling Lodge - Short Term Supportive,1.0
303,Hope Mission - Youth,0.35
327,Hope Mission - Intox Centre,1.0
132,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.75
70,McCauley Lodge - Short Term Supportive,0.9827586206896551
4,Hope Mission - Intox Centre,1.0857142857142856
167,Urban Manor - Short Term Supportive,0.96
342,McCauley Lodge - Short Term Supportive,1.0
301,Hope Mission - Intox Centre,1.0285714285714285
36,Hope Mission - Women WEmS,0.8571428571428571
271,Hope Mission - Herb Jamieson Centre,0.424
165,Hope Mission - Intox Centre,1.042857142857143
290,WEAC,1.0606060606060606
312,McCauley Lodge - Short Term Supportive,0.9827586206896551
136,WEAC,0.9545454545454546
137,Hope Mission - Intox Centre,1.0285714285714285
30,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
94,Hope Mission - Women WEmS,0.7428571428571429
263,Hope Mission - Mat Emergency Shelter Program,0.84
78,Hope Mission - Intox Centre,1.1142857142857143
259,WEAC,0.9242424242424242
14,Urban Manor - Short Term Supportive,0.8266666666666667
12,Hope Mission - Youth,0.4666666666666667
279,Hope Mission - Intox Centre,1.0
56,Hope Mission - Youth,0.6833333333333333
207,Hope Mission - Youth,0.5166666666666667
303,Hope Mission - Intox Centre,0.9428571428571428
106,Hope Mission - Youth,0.7833333333333333
11,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6891891891891891
219,Sparling Lodge - Short Term Supportive,0.95
342,WEAC,0.9848484848484849
113,WEAC,0.8666666666666667
148,Hope Mission - Herb Jamieson Centre,0.824
343,Hope Mission - Intox Centre,1.0571428571428572
182,Sparling Lodge - Short Term Supportive,1.0
42,Hope Mission - Women WEmS,0.7428571428571429
261,Hope Mission - Women WEmS,0.6285714285714286
297,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7297297297297297
265,Urban Manor - Short Term Supportive,0.88
59,WEAC,0.88
211,Hope Mission - Mat Emergency Shelter Program,0.65
357,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7567567567567568
191,McCauley Lodge - Short Term Supportive,1.0
89,Urban Manor - Short Term Supportive,0.76
92,Hope Mission - Women WEmS,0.5714285714285714
184,Urban Manor - Short Term Supportive,0.84
347,Hope Mission - Youth,0.26666666666666666
363,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9054054054054054
1,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.918918918918919
263,Sparling Lodge - Short Term Supportive,1.0
283,Hope Mission - Intox Centre,1.042857142857143
55,Urban Manor - Short Term Supportive,0.76
332,Hope Mission - Women WEmS,0.5285714285714286
189,WEAC,0.8939393939393939
365,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9797297297297297
296,Sparling Lodge - Short Term Supportive,1.0
224,Hope Mission - Herb Jamieson Centre,0.876
303,Hope Mission - Mat Emergency Shelter Program,0.65
303,Hope Mission - Herb Jamieson Centre,0.468
337,Hope Mission - Mat Emergency Shelter Program,0.835
70,Hope Mission - Women WEmS,0.7285714285714285
32,WEAC,0.5303030303030303
259,Hope Mission - Herb Jamieson Centre,0.656
154,Hope Mission - Women WEmS,0.5571428571428572
159,Urban Manor - Short Term Supportive,0.8666666666666667
150,McCauley Lodge - Short Term Supportive,0.9827586206896551
346,Hope Mission - Youth,0.43333333333333335
205,Urban Manor - Short Term Supportive,0.9466666666666667
330,Sparling Lodge - Short Term Supportive,1.0
319,Sparling Lodge - Short Term Supportive,1.0
119,Hope Mission - Intox Centre,1.042857142857143
60,Hope Mission - Youth,0.4166666666666667
271,Hope Mission - Women WEmS,0.5714285714285714
101,McCauley Lodge - Short Term Supportive,0.9827586206896551
142,Hope Mission - Intox Centre,1.0285714285714285
178,Hope Mission - Intox Centre,0.8571428571428571
264,McCauley Lodge - Short Term Supportive,1.0
157,Hope Mission - Women WEmS,0.9142857142857143
126,WEAC,0.9848484848484849
121,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.831081081081081
345,Sparling Lodge - Short Term Supportive,1.0
242,Hope Mission - Mat Emergency Shelter Program,0.695
79,Hope Mission - Women WEmS,0.9
317,WEAC,0.9591836734693877
134,Urban Manor - Short Term Supportive,0.9066666666666666
151,McCauley Lodge - Short Term Supportive,1.0
320,McCauley Lodge - Short Term Supportive,1.0
86,Hope Mission - Intox Centre,0.9857142857142858
325,Urban Manor - Short Term Supportive,0.8133333333333334
190,Edwardson Place - Short Term Supportive,1.0
220,Hope Mission - Herb Jamieson Centre,0.464
66,Hope Mission - Women WEmS,0.6428571428571429
176,Hope Mission - Herb Jamieson Centre,0.668
81,McCauley Lodge - Short Term Supportive,1.0
21,Hope Mission - Herb Jamieson Centre,1.356
9,Hope Mission - Youth,0.36666666666666664
4,Hope Mission - Intox Centre,1.0142857142857142
73,Hope Mission - Intox Centre,1.0714285714285714
16,Hope Mission - Women WEmS,0.8428571428571429
253,Hope Mission - Mat Emergency Shelter Program,0.705
305,Hope Mission - Intox Centre,1.0285714285714285
74,Hope Mission - Intox Centre,1.0571428571428572
42,Hope Mission - Women WEmS,0.8571428571428571
76,Hope Mission - Herb Jamieson Centre,0.976
159,Hope Mission - Youth,0.6666666666666666
43,Hope Mission - Herb Jamieson Centre,0.872
227,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9324324324324325
326,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9256756756756757
336,Hope Mission - Women WEmS,0.7142857142857143
19,Hope Mission - Mat Emergency Shelter Program,0.86
109,Hope Mission - Youth,0.48333333333333334
302,Sparling Lodge - Short Term Supportive,1.0
109,McCauley Lodge - Short Term Supportive,1.0
126,Hope Mission - Herb Jamieson Centre,0.6
179,McCauley Lodge - Short Term Supportive,0.9827586206896551
115,Hope Mission - Intox Centre,1.0571428571428572
110,McCauley Lodge - Short Term Supportive,1.0
325,Hope Mission - Women WEmS,0.8
314,Hope Mission - Women WEmS,0.7714285714285715
134,Urban Manor - Short Term Supportive,0.8133333333333334
124,Hope Mission - Herb Jamieson Centre,0.952
304,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
192,Hope Mission - Youth,0.3333333333333333
276,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7297297297297297
174,Hope Mission - Mat Emergency Shelter Program,0.7
59,Sparling Lodge - Short Term Supportive,1.0
51,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8986486486486487
364,McCauley Lodge - Short Term Supportive,1.0
114,Hope Mission - Herb Jamieson Centre,0.952
165,Hope Mission - Youth,0.65
254,Urban Manor - Short Term Supportive,0.84
195,Urban Manor - Short Term Supportive,0.8
303,Urban Manor - Short Term Supportive,0.7466666666666667
285,Hope Mission - Intox Centre,0.9714285714285714
145,Hope Mission - Herb Jamieson Centre,0.596
297,Hope Mission - Intox Centre,1.0571428571428572
228,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.668918918918919
360,Sparling Lodge - Short Term Supportive,1.0
155,Hope Mission - Intox Centre,1.0142857142857142
88,McCauley Lodge - Short Term Supportive,1.0
281,Hope Mission - Mat Emergency Shelter Program,0.75
140,Hope Mission - Intox Centre,0.7142857142857143
173,Hope Mission - Herb Jamieson Centre,0.824
11,Hope Mission - Herb Jamieson Centre,0.708
286,McCauley Lodge - Short Term Supportive,1.0
208,Hope Mission - Herb Jamieson Centre,0.764
166,WEAC,0.9696969696969697
22,WEAC,0.9696969696969697
221,Hope Mission - Mat Emergency Shelter Program,0.75
154,Urban Manor - Short Term Supportive,0.9333333333333333
193,WEAC,0.8939393939393939
245,McCauley Lodge - Short Term Supportive,0.9827586206896551
125,Sparling Lodge - Short Term Supportive,1.0
161,WEAC,0.5714285714285714
117,Salvation Army Addictions and Residential Centre - Short Term Supportive,1.0
104,Urban Manor - Short Term Supportive,0.96
157,McCauley Lodge - Short Term Supportive,1.0
362,Hope Mission - Intox Centre,1.1
82,Hope Mission - Women WEmS,0.8857142857142857
295,WEAC,0.8533333333333334
192,WEAC,0.7466666666666667
186,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6959459459459459
151,WEAC,0.9090909090909091
224,Sparling Lodge - Short Term Supportive,1.0
240,Hope Mission - Women WEmS,0.5285714285714286
174,WEAC,0.8
24,WEAC,1.0
285,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9797297297297297
215,Hope Mission - Mat Emergency Shelter Program,0.805
161,Hope Mission - Women WEmS,0.8285714285714286
151,McCauley Lodge - Short Term Supportive,0.9827586206896551
278,Hope Mission - Mat Emergency Shelter Program,0.785
316,Hope Mission - Herb Jamieson Centre,1.164
290,Elizabeth House - Short Term Supportive,0.7916666666666666
208,Sparling Lodge - Short Term Supportive,1.0
356,Hope Mission - Herb Jamieson Centre,1.172
6,Urban Manor - Short Term Supportive,0.9466666666666667
41,Hope Mission - Women WEmS,0.8857142857142857
265,Hope Mission - Women WEmS,0.7285714285714285
132,Hope Mission - Youth,0.35
344,Urban Manor - Short Term Supportive,0.8
342,Hope Mission - Women WEmS,0.6571428571428571
69,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6959459459459459
305,Hope Mission - Herb Jamieson Centre,0.492
181,Hope Mission - Women WEmS,0.4142857142857143
60,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9527027027027027
144,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9864864864864865
260,McCauley Lodge - Short Term Supportive,1.0
178,Hope Mission - Mat Emergency Shelter Program,0.31
53,Hope Mission - Youth,0.43333333333333335
39,Hope Mission - Intox Centre,1.0
68,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9459459459459459
194,Hope Mission - Intox Centre,1.0142857142857142
219,Hope Mission - Herb Jamieson Centre,0.776
131,Hope Mission - Herb Jamieson Centre,0.996
258,McCauley Lodge - Short Term Supportive,1.0
215,Hope Mission - Women WEmS,0.7142857142857143
186,Sparling Lodge - Short Term Supportive,1.0
305,Hope Mission - Women WEmS,0.5857142857142857
130,Hope Mission - Women WEmS,0.7714285714285715
306,McCauley Lodge - Short Term Supportive,1.0
359,Hope Mission - Herb Jamieson Centre,0.836
150,Hope Mission - Intox Centre,1.042857142857143
212,Hope Mission - Herb Jamieson Centre,0.616
43,Hope Mission - Youth,0.38333333333333336
31,Hope Mission - Mat Emergency Shelter Program,0.715
29,WEAC,0.9696969696969697
215,WEAC,0.9242424242424242
120,Hope Mission - Women WEmS,0.5
295,Hope Mission - Youth,0.2833333333333333
132,Edwardson Place - Short Term Supportive,0.7083333333333334
216,Hope Mission - Herb Jamieson Centre,0.608
50,Sparling Lodge - Short Term Supportive,1.0
337,Urban Manor - Short Term Supportive,0.9333333333333333
119,McCauley Lodge - Short Term Supportive,0.9827586206896551
327,Sparling Lodge - Short Term Supportive,1.0
113,WEAC,0.9545454545454546
111,Hope Mission - Youth,0.9166666666666666
9,Urban Manor - Short Term Supportive,0.9466666666666667
229,McCauley Lodge - Short Term Supportive,1.0
300,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7837837837837838
186,Urban Manor - Short Term Supportive,0.9733333333333334
362,Hope Mission - Youth,0.35
2,Hope Mission - Women WEmS,0.5714285714285714
252,WEAC,0.8571428571428571
143,Hope Mission - Mat Emergency Shelter Program,0.72
341,Hope Mission - Youth,0.5
128,WEAC,0.5918367346938775
358,Hope Mission - Intox Centre,1.042857142857143
286,WEAC,0.7466666666666667
311,Hope Mission - Youth,0.48333333333333334
339,Hope Mission - Youth,0.7333333333333333
39,Urban Manor - Short Term Supportive,0.88
29,Sparling Lodge - Short Term Supportive,1.0
148,Hope Mission - Intox Centre,1.0
362,Sparling Lodge - Short Term Supportive,1.0
265,Hope Mission - Youth,0.6833333333333333
234,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6959459459459459
345,McCauley Lodge - Short Term Supportive,1.0
73,Urban Manor - Short Term Supportive,0.9466666666666667
124,WEAC,0.9242424242424242
149,Hope Mission - Youth,0.2
329,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.722972972972973
291,Hope Mission - Herb Jamieson Centre,0.608
129,McCauley Lodge - Short Term Supportive,1.0
29,Hope Mission - Youth,0.2
255,Hope Mission - Mat Emergency Shelter Program,0.805
253,Hope Mission - Youth,0.7666666666666667
260,McCauley Lodge - Short Term Supportive,1.0
101,Hope Mission - Women WEmS,0.8
120,Hope Mission - Mat Emergency Shelter Program,0.755
155,Hope Mission - Women WEmS,0.8
289,Elizabeth House - Short Term Supportive,0.75
176,Hope Mission - Youth,0.2833333333333333
143,Hope Mission - Intox Centre,0.9857142857142858
282,Hope Mission - Youth,0.35
207,Hope Mission - Herb Jamieson Centre,0.424
78,Hope Mission - Youth,0.7666666666666667
82,McCauley Lodge - Short Term Supportive,1.0
178,Urban Manor - Short Term Supportive,0.8
136,Hope Mission - Intox Centre,1.0
357,Hope Mission - Herb Jamieson Centre,0.824
257,Urban Manor - Short Term Supportive,0.7733333333333333
362,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7432432432432432
323,Hope Mission - Intox Centre,0.8714285714285714
309,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6891891891891891
9,Hope Mission - Youth,0.5333333333333333
315,Urban Manor - Short Term Supportive,0.7733333333333333
91,Hope Mission - Herb Jamieson Centre,0.56
197,Elizabeth House - Short Term Supportive,0.7083333333333334
346,Hope Mission - Youth,0.25
141,Sparling Lodge - Short Term Supportive,1.0
83,Hope Mission - Mat Emergency Shelter Program,0.625
58,Hope Mission - Herb Jamieson Centre,0.888
143,Hope Mission - Intox Centre,0.9857142857142858
73,Edwardson Place - Short Term Supportive,0.7916666666666666
132,Sparling Lodge - Short Term Supportive,1.0
80,Hope Mission - Mat Emergency Shelter Program,0.81
31,Sparling Lodge - Short Term Supportive,1.0
236,Hope Mission - Intox Centre,1.0142857142857142
220,Hope Mission - Youth,0.6166666666666667
10,WEAC,0.8533333333333334
227,Hope Mission - Youth,0.5333333333333333
38,Hope Mission - Women WEmS,0.6714285714285714
233,Hope Mission - Herb Jamieson Centre,0.58
170,Hope Mission - Youth,0.45
311,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8445945945945946
126,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7094594594594594
213,Urban Manor - Short Term Supportive,0.7066666666666667
90,Sparling Lodge - Short Term Supportive,1.0
359,Hope Mission - Mat Emergency Shelter Program,0.63
359,Hope Mission - Mat Emergency Shelter Program,0.635
221,Hope Mission - Herb Jamieson Centre,0.82
317,WEAC,0.9545454545454546
180,Elizabeth House - Short Term Supportive,0.7916666666666666
308,Hope Mission - Women WEmS,0.6571428571428571
264,Hope Mission - Youth,0.7
270,WEAC,0.9393939393939394
329,Elizabeth House - Short Term Supportive,0.875
105,Urban Manor - Short Term Supportive,0.7333333333333333
291,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.75
160,Sparling Lodge - Short Term Supportive,1.0
178,McCauley Lodge - Short Term Supportive,0.9827586206896551
1,Sparling Lodge - Short Term Supportive,1.0
119,Hope Mission - Mat Emergency Shelter Program,0.61
177,Hope Mission - Mat Emergency Shelter Program,0.35
174,Urban Manor - Short Term Supportive,0.9466666666666667
357,WEAC,0.9545454545454546
295,WEAC,0.9090909090909091
84,Sparling Lodge - Short Term Supportive,1.0
351,Hope Mission - Intox Centre,1.0714285714285714
283,Hope Mission - Youth,0.2833333333333333
8,WEAC,1.0454545454545454
198,McCauley Lodge - Short Term Supportive,0.9827586206896551
92,Hope Mission - Mat Emergency Shelter Program,0.71
360,WEAC,0.84
135,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7567567567567568
323,McCauley Lodge - Short Term Supportive,1.0
184,Hope Mission - Women WEmS,1.0142857142857142
324,McCauley Lodge - Short Term Supportive,1.0
105,Elizabeth House - Short Term Supportive,0.7916666666666666
295,WEAC,1.0
333,Hope Mission - Mat Emergency Shelter Program,0.705
352,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9797297297297297
196,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9864864864864865
98,Hope Mission - Mat Emergency Shelter Program,0.845
143,Urban Manor - Short Term Supportive,0.7866666666666666
173,Hope Mission - Youth,0.55
61,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.918918918918919
211,Hope Mission - Intox Centre,0.7142857142857143
317,McCauley Lodge - Short Term Supportive,1.0
309,McCauley Lodge - Short Term Supportive,1.0
327,WEAC,1.0151515151515151
109,WEAC,1.0
274,Urban Manor - Short Term Supportive,0.76
271,WEAC,0.9387755102040817
111,Hope Mission - Women WEmS,0.7428571428571429
30,Hope Mission - Herb Jamieson Centre,0.556
330,Hope Mission - Women WEmS,0.9
185,Hope Mission - Youth,0.55
81,WEAC,0.8666666666666667
178,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.918918918918919
86,Hope Mission - Herb Jamieson Centre,0.552
27,McCauley Lodge - Short Term Supportive,1.0
297,McCauley Lodge - Short Term Supportive,0.9827586206896551
167,Sparling Lodge - Short Term Supportive,1.0
346,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9864864864864865
328,McCauley Lodge - Short Term Supportive,1.0
51,Hope Mission - Intox Centre,1.0285714285714285
139,Hope Mission - Herb Jamieson Centre,0.584
172,WEAC,0.9393939393939394
331,Hope Mission - Women WEmS,0.6857142857142857
282,Hope Mission - Women WEmS,0.5571428571428572
127,Hope Mission - Herb Jamieson Centre,0.652
363,McCauley Lodge - Short Term Supportive,1.0
114,Hope Mission - Women WEmS,0.7714285714285715
144,WEAC,0.9393939393939394
103,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9864864864864865
142,McCauley Lodge - Short Term Supportive,1.0
110,Edwardson Place - Short Term Supportive,0.7916666666666666
18,Hope Mission - Herb Jamieson Centre,1.12
146,Hope Mission - Herb Jamieson Centre,0.928
100,Edwardson Place - Short Term Supportive,0.6666666666666666
307,Hope Mission - Intox Centre,0.9428571428571428
72,Urban Manor - Short Term Supportive,0.8933333333333333
136,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
203,WEAC,0.8787878787878788
170,Sparling Lodge - Short Term Supportive,1.0
155,Hope Mission - Women WEmS,0.6142857142857143
34,Hope Mission - Intox Centre,1.0285714285714285
292,Hope Mission - Mat Emergency Shelter Program,0.795
298,Urban Manor - Short Term Supportive,0.7466666666666667
233,Hope Mission - Youth,0.3
157,WEAC,0.9242424242424242
301,Hope Mission - Women WEmS,0.6
281,McCauley Lodge - Short Term Supportive,0.9827586206896551
276,Sparling Lodge - Short Term Supportive,1.0
210,Sparling Lodge - Short Term Supportive,0.95
131,McCauley Lodge - Short Term Supportive,1.0
215,McCauley Lodge - Short Term Supportive,0.9827586206896551
30,Hope Mission - Youth,0.3333333333333333
303,Hope Mission - Intox Centre,1.042857142857143
274,Hope Mission - Youth,0.4
2,Hope Mission - Herb Jamieson Centre,0.56
107,WEAC,0.9545454545454546
130,Urban Manor - Short Term Supportive,0.8133333333333334
157,Hope Mission - Intox Centre,0.9857142857142858
307,Hope Mission - Mat Emergency Shelter Program,0.745
228,Hope Mission - Intox Centre,1.0142857142857142
72,Hope Mission - Women WEmS,0.7
345,Urban Manor - Short Term Supportive,0.9866666666666667
74,Urban Manor - Short Term Supportive,0.76
92,Elizabeth House - Short Term Supportive,0.75
216,WEAC,0.8666666666666667
356,McCauley Lodge - Short Term Supportive,1.0
251,Hope Mission - Herb Jamieson Centre,0.5
